artist,song,link,text
Gordon Lightfoot,Don't Beat Me Down,/g/gordon+lightfoot/dont+beat+me+down_20061512.html,"Oh, when he was a man, my father would stand  
I never saw him run  
There wasn't anyone could make the man bend  
The strength of his will was the tool of his trade  
And he did his work well  
Till the powers that be took a liking to him  
And they traded his body for a cold empty shell  
Don't beat me down  
Don't beat me down  
I've got something to say  
Don't you stand in my way  
And don't beat me down  
Oh, when I was a youth, I found the truth  
In the eyes of a friend  
There wasn't anyone could make the light dim  
And we talked and we rambled and we gambled to win  
And the learning was good  
Till the powers that be to a liking to him  
They traded their fortunes for the sight of his blood  
When I was a child and my mother smiled  
At the cradle she bought  
For the little tot she held to her breast  
And the song that she sang was an anthem to love  
It was all that I heard  
Till the powers that be took a liking to me  
And they told me that love was a four-letter word  
Don't beat me down  
Don't beat me down  
I've got one life to live  
And that's all I can give  
So don't beat me down  
And now I've got a place, I got a worried face  
And a question in mind  
Please let me find a reason somehow  
Why some reap the harvest while other men die  
And the joker runs wild  
And if powers that be take a liking to us  
Then we all must return to the ways of a child  
We all must return to the ways of a child  
So don't beat me down  
Don't beat me down  
I've got something to say  
Don't you stand in my way  
And don't beat me down  
I've got one life to life  
And that's all I can give  
So don't beat me down  
Don't beat me down  
Don't beat me down  

"
Gordon Lightfoot,End Of All Time,/g/gordon+lightfoot/end+of+all+time_20802149.html,"Oft times, I recall how it was in days gone by  
No tears at all, now you better not make me cry  
Because you know darn well  
I may ring your bell  
Is there anybody home?  
Is there anyone in there?  
Who can tell me where I am?  
Oft times, I recall when there wasn't no need to lie  
So much was said but we never did say goodbye  
Oh, how I long to hear you whisper in my ear  
Is there anybody home, don't you know I'm all alone?  
Can you tell me where I am?  
All I can do is love you 'til the end of all time  
One day, time will tell when you're living in yesterday  
Thinking of things to do, thinking of things to say  
Thinking of things divine, find a bottom line  
Is there anybody home?  
Is there anyone in there?  
Who can tell me where I am  
Oft times I recall, I was thinking of ways to win  
Ready to risk it, all until it wore thin  
Oh, how I long to hear you whisper in my ear  
Is there anybody home, don't you know, I'm all alone  
Can you tell me where I am?  
All I can do, is love you 'til the end of all time  
All I can do is love you 'til the end of all time  

"
Gordon Lightfoot,Endless Wire,/g/gordon+lightfoot/endless+wire_20061577.html,"I ain't got nothin' to hide  
My mind is an endless wire  
I got both feet on the ground  
I ain't got no one for hire  
I ain't got a thing to show  
My lines have all expired  
So don't go foolin' around  
And set my wheels afire  
Down in the dark of a burnt out soul  
There's a few good second hand dreams  
Deep in the dark of a heavenly night with you  
Down in the black of a bottomless hole  
There's a few good second hand scenes  
Deep in the dark of the heavenly blue  
Where the sea runs green  
I ain't got nothin' to give  
My life is an endless climb  
My love's a paperback dream  
I don't have nothin' but time  
I ain't got a thing to show  
I don't know my own name  
So don't go foolin' around  
And set my wheels afire  
Down in the dark of a burnt out soul  
There's a few good second hand dreams  
Deep in the dark of a heavenly night with you  
Down in the black of a bottomless hole  
There's a few good second hand scenes  
Deep in the dark of the heavenly blue  
Where the sea runs green  
I ain't got nothin' to hide  
My mind is an endless wire  
I got both feet on the ground  
I don't have no one for hire  
I ain't got a thing to show  
My life is an endless dream  
My love's a paperback dream  
I ain't got nothin' but time  

"
Gordon Lightfoot,Forgive Me Lord,/g/gordon+lightfoot/forgive+me+lord_20061699.html,"Make my world a better place to be  
Remove these chains and set me free  
Give my life one reason to begin  
Forgive me Lord for I have sinned  
  
Take my hand and lead me as you choose  
It seems we ain't got much to lose  
Give this place one season without shame  
Forgive me Lord I've sinned again  
  
I been down on my luck, as a matter of fact  
I've even been chaste  
Drifting along, singing a song  
For the whole human race  
I been caught in the act, as a matter of fact  
I'm even well known  
Floating on by with a laugh and a sigh  
On the road that leads home  
I got no more time left to roam, if you love me  
  
Take this world and build it as you please  
With a little help from the likes of me  
Keep it safe from harm and make it pure  
Forgive the rich and save the poor  
  
Like the dust on the wind I've been taken again by my foolish pride  
Drifting along, singing a song, that's how I get by  
I been caught in the act, as a matter of fact I've even been chased  
Floating on by with a laugh and a sigh for the whole human race  
I got no more time left to waste, if you love me  
  
Make my world a better place to be  
Remove these chains and set me free  
Give my face a different point of view  
Forgive us Lord if we run to you  
  
If you love me  
Make my world a better place to be  
Remove these chains and set me free  
Give my life one reason to begin  
Forgive me Lord for I have sinned  
Give my life one reason to begin  
Forgive me Lord for I have sinned

"
Gordon Lightfoot,Go Go Round,/g/gordon+lightfoot/go+go+round_20061685.html,"Alone upon the sidewalks of despair, 'twas there she wandered with her
suitcase in her hand.  
Her fate she pondered, only a go-go girl in love with someone who didn't care.  
She met him on a night so rare when her friends were there and the band was
grooving.  
When he gave a glance that said how much he would like to meet her,  
How was she to know at the time he would mistreat her?  
  
In her case she danced for him although a hundred eyes were turned her way,  
And before the set was through he knew she would be his loved one.  
Only a go-go girl in love with someone who didn't care,  
Only twenty-one, she was a young girl just in from somewhere.  
  
He's playing up in Michigan with a group they call The Intended,  
With a kiss, and a promise, he was gone, the song was ended.  
But as she walks, she waits for him, the pavement is a shoulder for her tears,  
But in her heart, she knows there is no way she can hope to change him.  
  
Only a go-go girl in love with someone who didn't care,  
Only twenty-one, she was a young girl just in from somewhere,  
Only a go-go girl in love with someone who didn't care, a go-go girl in love.

"
Gordon Lightfoot,Go My Way,/g/gordon+lightfoot/go+my+way_20061643.html,"Go my way and I'll be good to you  
Go my way and your dreams will all come true  
In the sunset the wild waves are callin'  
My shadow is followin' you  
Go my way and I'll take you by the hand  
Believe in me and I'll do the best I can  
I can't be anything but just what I am  
I can't help it if I'm in love with you  
Why must I sail my ship alone without a friend  
My thoughts are on you, I dare not ask again  
Go my way it's the only way to go  
If things aren't workin' out, you'll be the first to know  
Come on along and together well go  
Please love me and say that you'll be mine  
Why must I sail my ship alone without a friend  
My thoughts are on you, I dare not ask again  
Go my way it's the only way to go  
If things aren't workin' out, you'll be the first to know  
Come on along and together well go  
Please love me and say that you'll be mine  

"
Gordon Lightfoot,Heaven Don't Deserve Me,/g/gordon+lightfoot/heaven+dont+deserve+me_20061700.html,"I'm not afraid that when I'm dying  
There'll be no one to hold my hand  
If there's a God up there he loves me  
As much as my old women can  
  
I don't intend to be a martyr  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I've tasted life both good and evil  
At times I was cruel and did not pay  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I don't know what it was I came for  
But I've enjoyed it up 'till until now  
If there's a friend who ever needs me  
I'll do my best to help somehow  
  
I don't intend to keep no secrets  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I know and I'll admit my failures  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
And if I never get to heaven  
Heaven don't deserve me anyway

"
Gordon Lightfoot,High And Dry,/g/gordon+lightfoot/high+dry_20061674.html,"With a lady-like devotion  
She sails the bitter ocean  
If it wasn't for lovesick sailors  
There'd be nothin' left but flotsam  
  
Singin' why me oh my  
Is there a better man than I  
I hope you find your way back home  
Before you're lyin' high and dry  
I hope you find your way back home  
Before you die  
  
Her sails billow like bubbles  
While you sip your daily doubles  
If she wasn't so fond of the weather  
She might give the deckhands trouble  
  
Singin' why me oh my  
Is there a better man than I  
I hope you find your way back home  
Before you're lyin' high and dry  
I hope you find your way back home  
Before you die  
  
One day when I grew older  
I found I could not hold her  
She took on a fine young skipper  
Who'd sooner ram her up on a boulder  
  
Singin' why me oh my  
Is there a better man than I  
I hope you find your way back home  
Before you're lyin' high and dry  
I hope you find your way back home  
Before you die  
  
Now the pleasures of the harbor  
Don't include a lady barber  
If it wasn't for Long John Silver  
All of us pirates would've been martyrs  
  
Singin' why me oh my  
Is there a better man than I  
I hope you find your way back home  
Before you're lyin' high and dry  
I hope you find your way back home  
Before you're lyin' high and dry  
I hope you find your way back home  
Before you die

"
Gordon Lightfoot,Hi'way Songs,/g/gordon+lightfoot/hiway+songs_20061611.html,"When I walk the hill so high  
Around the town where I was born  
New York seems so far away  
Though I was there just yesterday  
I have played on my guitar  
In coffeehouses, hall and bars  
Everyone that I call friend  
Knows they will not be forgot  
Trains and planes and rented cars  
Singers, saints and other starts  
I suspect them every one  
They'll never change, it's too much fun  
Just for now I'd like to rest  
In the shade of a maple tree  
To the blue Canadian sky  
I'll say a prayer for the world out there  
When I stand on my own sod  
It feels so good to be home, by God  
The winter wind has turned my head  
But I always came up warm somehow  
Bottles, beads and cigarettes  
And lovers that I ain't found yet  
Pickin' with a friend till dawn  
And singing all of those hi'way songs  
Just for now I'd like to rest  
In the shade of a maple tree  
To the blue Canadian sky  
I'll say a prayer for the world out there  
When I walk the hill so high  
Around the town where I was born  
New York seems so far away  
Though I was there just yesterday  
I would travel all my life  
If loneliness was not the price  
While headin' north across that line's  
The only time I'm flyin'  

"
Gordon Lightfoot,If I Could,/g/gordon+lightfoot/if+i+could_20061513.html,"If I could sing like the poets and kings of this world  
If I could rise like the wind or the tides of the sea  
I would sing you to sleep my love with sweet melody  
And let you dream away till the morning light returned again  
To take you away from me  
If I could speak with the tongues of the masters of old  
If I could tame all the fleeting perceptions I hold  
Would I stand in the marketplace before  
To be shouted down without any warning at all, to be stood by the wall  
And shot by the man in blue  
If I could run with the grace of a sun-colored stallion  
If I could fly like the great silver jets in the morning  
If I caused the wind to change with one wave of my hand  
And if I could play the final symphony and set it free  
Would it mean anything to you  
If I could stand like a rusty old man in his armor  
If I could ride the steed that he rode in his time  
I would turn his head away to the river  
And let him wander through the meadow grass, wild and free  
For everyone to see  
If I could sing like the poets and kings of this world  
If I could rise like the wind or the tides of the sea  
I would sing you to sleep my love with sweet melody  
And let you dream away till the morning light returned again  
To take you away from me  

"
Gordon Lightfoot,If You Could Read My Mind,/g/gordon+lightfoot/if+you+could+read+my+mind_20061587.html,"If you could read my mind love,  
What a tale my thoughts could tell.  
Just like an old time movie,  
'Bout a ghost from a wishing well.  
In a castle dark or a fortress strong  
With chains upon my feet.  
You know that ghost is me.  
And I will never be set free,  
As long as I'm a ghost that you can't see.  
  
If I could read your mind love,  
What a tale your thoughts could tell.  
Just like a paperback novel,  
The kind the drugstores sell.  
When you reach the part where the heartaches come,  
the hero would be me.  
Heroes often fail.  
And you won't read that book again  
Because the ending's just too hard to take.  
  
I walk away like a movie star  
Who gets burned in a three way script.  
Enter number two,  
A movie queen to play the scene  
Of bringing all the good things out in me,  
But for now love lets be real.  
  
I never thought I could act this way  
And I've got to say that I just don't get it.  
I don't know where we went wrong  
But the feelings gone and I just can't get it back.  
  
If you could read my mind love,  
What a tale my thoughts could tell.  
Just like an old time movie  
'Bout a ghost from a wishing well.  
In a castle dark or a fortress strong  
With chains upon my feet,  
The story always ends.  
If you read between the lines  
You'll know that I'm just trying to understand  
The feeling that you LACK.  
  
I never thought I could feel this way  
And I got to say that I just don't get it.  
I don't know where we went wrong  
But the feelings gone  
And I just can't get it back.

"
Gordon Lightfoot,If You Got It,/g/gordon+lightfoot/if+you+got+it_20061688.html,"If you got it  
Don't lose it girl it's got to be  
The one creative thing that's left for you and me  
If you find it  
Don't lose it all the very next day  
Lock it in your soul and throw the key away  
  
So, don't you let it go  
Let it stay let it grow  
Like the snow  
Don't let it melt away  
If you find it  
Then give it girl with all your might  
Forget about yourself you're not the losin' kind  
  
If you get it  
Then keep it cool don't let it die  
You may only see it once don't let it pass you by  
So don't you let it go  
Let it stay let it grow  
Like the snow  
Don't let it melt away  
  
If you find it  
Then give it girl with all your might  
Forget about yourself you're not the losin' kind  
  
If you get it  
Then keep it cool don't let it die  
You may only see it once don't let it pass you by  
Pass you by, don't let it die  
Don't let it go

"
Gordon Lightfoot,If You Need Me,/g/gordon+lightfoot/if+you+need+me_20061558.html,"If you want to know the reasons for  
The things I feel inside  
You can run away and hide if you want to  
But if you need me  
Show me a way to get through  
'Cause I've not see anyone like you  
Since I was a man  
  
If you want to know for certain  
What is written in my soul  
Where my wildest dreams unfold  
Like an endless stream  
If you need me  
Show me a way to walk tall  
'Cause I'd not seen anything at all  
Until I met you  
  
Sun lights up the seasons  
Blue eyes light up the night  
  
If you want to know the meaning of  
These feelings that's alright  
I could be with you tonight  
That's where I'd like to stay  
If you need me  
Show me a love that is true  
'Cause I've not seen a woman like you  
Since I was a man  
  
If you want to know what magic lies  
Beneath the willow blooms  
In each corner of each room  
Where my love has strayed  
If you need me  
Show me a way to walk tall  
'Cause I'd not seen anything at all  
Until I met you  
If you need me  
Show me a way to get through  
'Cause I've not seen anything like you  
Since I was a man

"
Gordon Lightfoot,I'll Be Alright,/g/gordon+lightfoot/ill+be+alright_20061687.html,"I'll be alright I'll be alright if I don't have to smile  
If I don't to face the morning sunrise for a while  
I'll get along you know I'll take tomorrow with a grin  
If I never have to think about her love again  
  
And I won't mind if words are spoken  
In empty love songs as long as I don't have to hear  
I'll be alright if I don't have to face the world again  
And if I never love again I'll be alright  
  
Last night she gave the final word, she said her last goodbye  
And disappeared forever in the world outside  
One kiss and then she took her leave to go I know not where  
Into the misty shadows of the midnight air  
  
But I won't mind if words are spoken  
In empty love songs as long as I don't have to hear  
I'll be alright if I don't have to face the world again  
And if I never love again I'll be alright  
And if I never love again I'll be alright

"
Gordon Lightfoot,I'll Do Anything,/g/gordon+lightfoot/ill+do+anything_20061634.html,"Down in the warm dark part of my heart you stay  
I've been on my own for so long as I stand here today  
I'd never leave you, I'll do anything that you say  
I've been around some walking on the down the street  
Feeling as low as the shoes on the soles of my feet  
Taking dead aim on fortune and fame you might say  
Playing guitar doesn't make you a star anyway  
Many's the time I've wished that I were free  
But my love for you was too deep for my eyes to see  
I'd never leave you, I'll do anything that you say  
Whenever the thought seems better off left alone  
I think of you then in a way that is ten times as strong  
Taking dead aim on fortune and fame you might say  
Playing guitar doesn't make you a star anyway  
I'd never leave you, I'll do anything that you say  
Try to believe me, I'll do anything that you say  
Though it might grieve me, I'll do anything that you say  
Please understand me, I'll do anything that you say  

"
Gordon Lightfoot,I'll Prove My Love,/g/gordon+lightfoot/ill+prove+my+love_20061719.html,"Any way the wind may blow  
Any way the creek may flow  
Any way the crow may fly  
Within the confines of the sky  
I will prove my love to you  
In everything I say and in all I do  
Anywhere the song is king  
Anywhere the robin sings  
Anywhere the lake is cold  
Anywhere the bell is tolled  
I will prove my love to you  
In everything I say and in all I do  
Anytime our paths don't cross  
And the losin' dice are tossed  
Anytime you know what's best  
Anytime I can't care less  
I'll make it up to you  
In everything I say and in all I do  
Any way the wind may blow  
Any way I stub my toe  
Any way the tree might bend  
Any way the day might end  
I will prove my love to you  
In everything I say and in all I do  
I will make it up to you  
In everything I say and in all I do  

"
Gordon Lightfoot,In A Windowpane,/g/gordon+lightfoot/in+a+windowpane_20061667.html,"I looked into a windowpane  
Last evening in a city far away  
I was feelin' sad and blue  
I wondered then if I should really stay  
Wanting someone to be with me in the light of this uncertain time  
Waiting by the window for the man inside  
To please make up his mind  
Will you be one who passed through but never saw  
Never knowing never feeling anything  
Will you live your whole life through never knowing what to do  
Will you be one who passed through but never saw  
I walked along the roadway to a fountain  
Where lovers come to meet  
A hobo walked up to me, I could tell  
He didn't have enough to eat  
He said, ""good sir you look so kind  
And though the years have stripped me to the bone  
It seems I am the better man  
For in this place I've never walked alone  
Will you be one who passed through but never saw  
Never knowing never feeling anything  
Will you live your whole life through never knowing what to do  
Will you be one who passed through but never saw  
""where will you be, my friendly, when your  
Telephone ain't givin' out no calls  
And when the seasons come to haunt you  
Will you still find springtime in the fall  
And when you're on your island  
Will you wave at every ship that passes by  
And will you feed a hungry man  
I thank you, sir,  
Now I'll just say goodbye""  
Don't you be one who passed through but never saw  
Never knowing never feeling anything  
Will you live your whole life through never knowing what to do  
Will you be one who passed through but never saw  
Will you live your whole life through never knowing what to do  
Will you be one who passed through but never saw  

"
Gordon Lightfoot,In The Early Mornin' Rain,/g/gordon+lightfoot/in+the+early+mornin+rain_21095595.html,"In the early mornin' rain  
With a dollar in my hand  
And an achin' in my heart  
And my pockets full of sand  
  
I'm a long way from home  
And I miss my loved one so  
In the early mornin' rain  
With no place to go  
  
Out on runway number nine  
Big 707 set to roll  
But I'm stuck here on the ground  
Where the pavement never grows  
  
The liquor tasted good  
And the women all were fast  
Well there she goes, my friend  
She's movin' out at last  
  
Hear the mighty engines roar  
See the silver wings on high  
She's away and westward bound  
High above the clouds she'll fly  
  
Where the mornin' rain don't fall  
And the sun always shines.  
She'll be flyin' o'er my home  
In about three hours time.  
  
This old airport's got me down  
Ain't no earthly good to me  
'Cause I'm stuck here on the ground  
Cold and drunk as I might be  
  
You can't hop a jet plane  
The way you can a freight train  
So I'll just be on my way  
In the early mornin' rain  
  
You can't hop a jet plane  
The way you can a freight train  
So I'll just be on my way  
In the early mornin' rain

"
Gordon Lightfoot,Inspiration Lady,/g/gordon+lightfoot/inspiration+lady_20816576.html,"She's my inspiration lady,  
Inspiration everywhere  
She's my inspiration lady,  
She lights candles in the air  
In the warmth of a morning sun  
And at night when the day is done  
She's my inspiration lady,  
My anticipation lady  
She's my situation every day  
  
Seems like every time I see her,  
She's got something on her mind  
When she tells the age old story,  
Of a life she left behind  
In the warmth of the morning light,  
She will turn and hold me tight  
She's my inspiration lady,  
Soft, sad situation lady  
She's my situation every day  
  
Seems like I will always love her,  
Inspiration every day  
And I like to think, hey maybe,  
I can drive her blues away  
In the warmth of the morning sun,  
And at night when the day is done  
She's my inspiration lady,  
She's my kind reaction lady  
She's my situation every day  
She's my inspiration lady,  
My anticipation lady  
She's my inspiration all the way

"
Gordon Lightfoot,Is There Anyone Home,/g/gordon+lightfoot/is+there+anyone+home_20061675.html,"Is there anyone home in this house made of stone?  
Anyone inside know my name  
I've been around for a half of a hundred days.  
Never saw a door shut so tight  
Turn around, don't look down  
There's a man behind you with a gun  
  
Like any wandering child in the wilderness,  
Wild and uncaged are your ways  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred  
  
There's a light around you  
I've come to switch it on  
It will brighten every room  
Don't be ashamed if you feel a whole lot warmer in you heart.  
You got that feelin' in your soul  
  
Is there anyone home in this house made of stone?  
Anyone in there who might care  
I've grown weary and wise and I feel much amazed.  
Got a few good tales to unwind  
Turn around, don't look down  
There's a man behind you with a gun.  
Like any wandering minstrel I've dawned in the house of a thousand  
delights.  
  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred  
I think I heard  
Someone stirred

"
Gordon Lightfoot,"It's Too Late, He Wins",/g/gordon+lightfoot/its+too+late+he+wins_20061702.html,"The days may come, the days may go  
Like the dreams of love that we shared so long ago  
It's the time, it's the place to realize that I was wrong  
It's too late, he wins and it's there that you belong  
It's there you will find all the love I couldn't give  
While I live in regret, for as long as I may live  
The years will pass but your memory will live on  
It's too late, he wins and it's there that you belong  
It's there you will find all the love I couldn't give  
It's there you will stay, for as long as you may live  
It's the time, it's the place to realize that I was wrong  
It's too late, he wins and it's there that you belong  
It's too late, he wins and it's there that you belong  

"
Gordon Lightfoot,Just Like Tom Thumb's Blues,/g/gordon+lightfoot/just+like+tom+thumbs+blues_10137495.html,"When you're lost in the rain in juarez and it's eastertime too,  
And your gravity fails and negativity don't pull you through,  
Don't put on any airs when you're down on rue morgue avenue,  
They got some hungry women there and they really make a mess outa you!  
  
Sweet melinda, the peasants call her the goddess of doom,  
She speaks good english and she invites you up into her room.  
And you're so kind, too careful not to go to her too soon,  
Then she steals your voice and leaves you howling at the moon!  
  
Up on housing project hill it's either fortune or fame,  
You must pick one or the other though neither of them is what they claim,  
If you're lookin' to get silly you'd better go back to from where you came,  
Because the cops don't need you and man they expect the same!  
  
I started out on burgundy but soon hit the harder stuff,  
Everybody said they'd stand behind me when the game got rough,  
But the joke was on me - there was nobody there to even call my bluff,  
I'm going back to new york city I do believe I've had enough,  
I'm going back to new york city I do believe I've had enough!

"
Gordon Lightfoot,Keepin' On Yearning,/g/gordon+lightfoot/keepin+on+yearning_20061704.html,"Keepin' on smoking, Lord I keep on joking  
Keepin' on moving a round  
Leaving everything behind until at last  
I find what no one's ever found  
  
Feeling kind of lonely on the telephone  
To day I must keep moving on  
Leaving everything I know I really need  
And so I guess I'll move a long  
  
It doesn't matter if the sun don't shine  
It doesn't matter if the rain don't fall  
I could think about you all the time  
Do you ever think of me at all  
  
Keepin' on yearnin', keepin' on learnin'  
Lord I keep turning it on  
Leaving everything I know I really love  
And so I guess I'll move along  
  
It doesn't matter if the sun don't shine  
It doesn't matter if the rain don't fall  
I know I could make you mine  
You know I wouldn't mind at all  
  
Keepin' on smokin', gotta keep on joking  
Gotta keep moving around  
Leaving everything behind until at last  
I find what no one's ever found  
  
It doesn't matter if the sun don't shine  
It doesn't matter if the rain don't fall  
I could think about you all the time  
Do you ever think of me at all  
  
Keepin' on yearnin', gotta keep on learnin'  
Gotta keep turning it on  
Leaving everything I know I really love  
And so I guess I'll move along  
  
It doesn't matter if the sun don't shine  
It doesn't matter if the rain don't fall  
I know I could make you mine  
You know I wouldn't mind at all

"
Gordon Lightfoot,Knotty Pine,/g/gordon+lightfoot/knotty+pine_20061622.html,"She's my knotty pine  
She leans with the wind  
She cries turpentine  
Sometimes she nettles me  
But I don't mind  
Only now and then  
When her branches lean beneath the snow  
She's knotty but nice  
Reaching for the sky  
She don't like snow 'n ice  
To leave things as they stand  
Is my advice  
She's been good to me  
So I tend to go there when I can  
She's my knotty pine  
Such a pretty scene  
She tries to be kind  
She gives birds a home  
And shelters them  
In her coat of green  
She's as green as evergreen can be  
She's a real delight  
When little breezes call  
To ruffle up her skin  
All her sap runs free  
And sticks to me  
Hidden deep within  
I will be her slave eternally  
She's my knotty pine  
She leans with the wind  
She crys turpentine  
Sometimes she nettles me  
But I don't mind  
Only now and then  
When her branches lean beneath the snow  

"
Gordon Lightfoot,Lazy Mornin',/g/gordon+lightfoot/lazy+mornin_20061613.html,"Another lazy mornin', no need to get down on anyone  
My son, coffee's in the kitchen, woman on the run  
No need to get bothered, I'll think about Monday  
When Monday comes, it's two for one  
Mister Hoot 'n Holler, gotta make a dollar  
Another lazy mornin', I took time to make town 'n stock a pint or two  
The most delicious brew  
Keepin' up with the joneses, I hope no one telephones us  
I'd take a place in the country, but for now the old back yard  
Looks to me like fifty acres of the roundest ground in town  
Another lazy mornin', come supper time I'm gonna light my barbecue  
Nothin' new, only that she loves me  
And nothin' I know can change me, no need to get bothered  
I do more livin' than it might seem  
Some dream, livin' like a pauper, bless my darlin' daughter  
I'd like to know what makes a man go, over land and sea  
I guess it must get kinda lonesome, that's the way I used to be  
Another lazy mornin', no need to get down on anyone  
Such fun, coffee's in the kitchen, woman on the run  

"
Gordon Lightfoot,Leaves Of Grass,/g/gordon+lightfoot/leaves+of+grass_20061668.html,"The leaves of grass will not pass on  
Though the millstones grind them into dust  
For the earth shall give new life to them  
But only the grass will grow once more  
And the brave must fall to honor the names  
Of the ones who have gone before  
And the earth shall give new life to them  
But only the grass will grow once more  
If people could look into each other's eyes  
What a wonderful place this world would be  
All strife would end, we could start again  
And dreams like these must not pass on  
But the brave keep falling to honor the names  
Of the ones who have gone before  
And the earth shall give new life to them  
But only the grass will grow once more  
And the brave keep falling to honor the names  
Of the ones who have gone before  
And the earth shall give new life to them  
But only the grass will grow once more  
The leaves of grass will not pass on  
Though the millstones grind them into dust  
For the earth shall give new life to them  
But only the grass will grow once more  

"
Gordon Lightfoot,Let It Ride,/g/gordon+lightfoot/let+it+ride_20061571.html,"These are just the simple facts, I will relate to you  
Though they are not connected, each and every one is true  
If they seem a bit untidy, well, unraveling them is fun  
I will not stand corrected, I have not harmed anyone  
I just let it ride  
Ride, let it ride  
Leavin' on the evenin' tide  
Just let it ride  
Better I listen to my heart, I sometimes fail to find  
One sane and simple answer on the bright side of my mind  
Even when I'm sleeping, I can't seem to unwind  
I just let it ride  
I knew a man from Windsor who went to Detroit every night  
And stateside of the tunnel customs agents gave him flight  
He threw his stash in the river and his bedroll on the ground  
And when they finally got there, a sleeping man was all that they found  
He just let it ride  
Ride, let it ride  
Leave on the evenin' tide  
Just let it ride  
Hear the steeple bell ring out above my lobster pots  
I might be out here fishin' man but that ain't where it stops  
The mouths I feed are many and they all say thanks a lot  
They just let it ride  
One day when I'm old and gray an' consider what's gone by  
I always will be proud of every tear I've ever cried  
And all of the old jokes we told around the candle light  
To all those tender damsels who had helped us in the night  
They just let it ride  
Ride, let it ride  
Leavin' on the evenin' tide  
Just let it ride  
I'm gonna let it ride  
Here's to the girls from London and the ones from Montreal  
We never will forget them, we still fantasize them all  
I knew one in St. Louis on a Missouri afternoon  
I met one up in Shanghai and another in Rangoon  
I just let it ride  
Ride, let it ride  
Leave on the evenin' tide  
Just let it ride  
Ride, ride, ride  
I'm gonna let it ride  
Leavin' on the evenin' tide  
Just let it ride  

"
Gordon Lightfoot,Long River,/g/gordon+lightfoot/long+river_20061599.html,"Where the long river flows  
It flows by my window  
Where the tall timber grows  
It grows 'round my door  
Where the mountains meet the sky  
And the white clouds fly  
Where the long river flows  
By my window  
  
There's a tiny bird that calls  
And he calls by my window  
There's a lonely tear that falls  
And it falls 'round my door  
But when the sun is high  
There's no time to cry  
Where the long river flows  
By my window  
  
Now if only you could see  
The closin' of the day  
If only you could be  
Where the dawn breaks away  
By the white cascade  
Oh down in the glade  
Where the long river flows  
By my window  
  
Well when this land was made  
It was made full of wonder  
But one woman's love  
I can't understand  
And I'd give it all to you  
If her love were true  
Where the long river flows  
By my window  
Where the long river flows  
By my window

"
Gordon Lightfoot,Long Thin Dawn,/g/gordon+lightfoot/long+thin+dawn_20061514.html,"That long thin dawn, that long thin dawn is coming on again  
I've seen the hills of Frisco and the streets of Montreal  
In every town I've been to I've had someone to call  
From Winnipeg to Edmonton, Vancouver to St. Paul  
I've had so many good friends I couldn't miss them all  
In that long thin dawn, that long thin dawn is coming on again  
Last night I came to Denver beneath the snowcapped ridge  
I thought about my darling as I stood beneath the bridge  
And there were times I made her cry but I guess by now she's learned  
That any time I've wandered I always have returned  
In that long thin dawn, that long thin dawn is coming on again  
Right now I'm on a highway just east of Omaha  
Riding shotgun on the biggest rig you ever saw  
With forty tons of pig iron and a trucker known as Bill  
All the way to Windsor, we've got some miles to kill  
In that long thin dawn, that long thin dawn is coming on again  
While climbing up a hillside, Bill drops her down a gear  
And the engine sings so sweetly 'tis music to my ear  
I tell him how I long to be just like him if I can  
Driving like the restless wind across this precious land  
In that long thin dawn, that long thin dawn is coming on again  
Says Bill, ""The air is clean tonight"", as he puffs a big cigar  
""And if this rig keeps rolling, my boy you'll travel far  
But when you are a trucker you'll come to realize  
The only thing a man can do is watch the world go by""  
In that long thin dawn, that long thin dawn is coming on again  
That long thin dawn, that long thin dawn is coming on again  

"
Gordon Lightfoot,Long Way Back Home,/g/gordon+lightfoot/long+way+back+home_20061515.html,"From the railhead to the boatyard  
From the factory to the farm  
From the mine to the mill yard  
I've weathered the storm  
From the bar room to the bedpost  
I've wasted my days, all I have is my drink  
And the time left to think  
While time slips away  
Just look at my face  
When you tell me goodbye  
You'll see what I'm after  
By the look in my eye  
Just walk away and leave me alone  
It's a long way back home  
Now in case you should ask me  
What it is that I've done  
I'd say I'm a soldier  
Who once had a son  
But my son doesn't know me  
That's his right to choose  
Oh say, can you see? My best friend is me  
I'm a friend I could use  
Just look at my face  
When you tell me goodbye  
You'll see what I'm after  
By the look in my eye  
Just walk away and leave me alone  
It's a long way back home  
Now the pages have faded  
The story grows cold  
And the plot falls to ashes  
Like the ruins of old  
Those rats in my rafters  
They're after my shoes  
And anything else they can find on the shelf  
I've said they could use  
And just look at my face  
When you tell me goodbye  
You'll see what I'm after  
By the look in my eye  
Just walk away and leave me alone  
It's a long way back home  
It's a long way back home  

"
